x,y,angle,distance
-47.1521,15.6862,-1.9727,212.6
-47.1913,15.5941,-1.9689,212.7
-47.23,15.5019,-1.9652,212.8
-47.2684,15.4096,-1.9615,212.9
-47.3065,15.3172,-1.9578,213.0
-47.3443,15.2245,-1.9542,213.1
-47.3817,15.1318,-1.9505,213.2
-47.4187,15.0389,-1.9469,213.3
-47.4555,14.9459,-1.9434,213.4
-47.4919,14.8528,-1.9398,213.5
-47.5279,14.7595,-1.9363,213.6
-47.5637,14.6661,-1.9329,213.7
-47.5991,14.5726,-1.9294,213.8
-47.6342,14.479,-1.926,213.9
-47.669,14.3852,-1.9226,214.0
-47.7034,14.2913,-1.9192,214.1
-47.7376,14.1973,-1.9158,214.2
-47.7714,14.1032,-1.9125,214.3
-47.8049,14.009,-1.9092,214.4
-47.8381,13.9147,-1.9059,214.5
-47.871,13.8203,-1.9027,214.6
-47.9036,13.7257,-1.8994,214.7
-47.9359,13.6311,-1.8963,214.8
-47.9678,13.5363,-1.893,214.9
-47.9995,13.4415,-1.8899,215.0
-48.0309,13.3465,-1.8867,215.1
-48.062,13.2515,-1.8836,215.2
-48.0927,13.1563,-1.8805,215.3
-48.1232,13.0611,-1.8774,215.4
-48.1534,12.9657,-1.8744,215.5
-48.1833,12.8703,-1.8713,215.6
-48.2129,12.7748,-1.8683,215.7
-48.2422,12.6792,-1.8653,215.8
-48.2712,12.5835,-1.8623,215.9
-48.3,12.4877,-1.8593,216.0
-48.3284,12.3918,-1.8564,216.1
-48.3566,12.2959,-1.8535,216.2
-48.3845,12.1999,-1.8506,216.3
-48.4121,12.1037,-1.8477,216.4
-48.4394,12.0076,-1.8448,216.5
-48.4665,11.9113,-1.8419,216.6
-48.4933,11.8149,-1.8391,216.7
-48.5198,11.7185,-1.8363,216.8
-48.546,11.622,-1.8335,216.9
-48.572,11.5254,-1.8307,217.0
-48.5977,11.4288,-1.8279,217.1
-48.6231,11.3321,-1.8251,217.2
-48.6483,11.2353,-1.8224,217.3
-48.6732,11.1385,-1.8197,217.4
-48.6978,11.0415,-1.817,217.5
-48.7222,10.9446,-1.8143,217.6
-48.7463,10.8475,-1.8116,217.7
-48.7701,10.7504,-1.809,217.8
-48.7937,10.6532,-1.8063,217.9
-48.8171,10.556,-1.8037,218.0
-48.8401,10.4587,-1.801,218.1
-48.863,10.3613,-1.7984,218.2
-48.8855,10.2639,-1.7958,218.3
-48.9078,10.1664,-1.7932,218.4
-48.9299,10.0689,-1.7907,218.5
-48.9517,9.9713,-1.7881,218.6
-48.9733,9.8736,-1.7855,218.7
-48.9946,9.7759,-1.783,218.8
-49.0156,9.6782,-1.7805,218.9
-49.0365,9.5804,-1.778,219.0
-49.057,9.4825,-1.7755,219.1
-49.0774,9.3846,-1.773,219.2
-49.0974,9.2866,-1.7705,219.3
-49.1173,9.1886,-1.7681,219.4
-49.1369,9.0906,-1.7656,219.5
-49.1562,8.9924,-1.7632,219.6
-49.1754,8.8943,-1.7608,219.7
-49.1942,8.7961,-1.7583,219.8
-49.2129,8.6978,-1.7559,219.9
-49.2313,8.5996,-1.7535,220.0
-49.2495,8.5012,-1.7511,220.1
-49.2674,8.4028,-1.7488,220.2
-49.2851,8.3044,-1.7464,220.3
-49.3026,8.206,-1.744,220.4
-49.3198,8.1075,-1.7417,220.5
-49.3368,8.0089,-1.7394,220.6
-49.3536,7.9103,-1.737,220.7
-49.3701,7.8117,-1.7347,220.8
-49.3864,7.713,-1.7324,220.9
-49.4025,7.6144,-1.7301,221.0
-49.4184,7.5156,-1.7278,221.1
-49.434,7.4168,-1.7255,221.2
-49.4494,7.318,-1.7232,221.3
-49.4646,7.2192,-1.7209,221.4
-49.4796,7.1203,-1.7187,221.5
-49.4943,7.0214,-1.7164,221.6
-49.5088,6.9225,-1.7142,221.7
-49.5231,6.8235,-1.7119,221.8
-49.5372,6.7245,-1.7097,221.9
-49.551,6.6255,-1.7075,222.0
-49.5647,6.5264,-1.7052,222.1
-49.5781,6.4273,-1.703,222.2
-49.5912,6.3282,-1.7009,222.3
-49.6042,6.229,-1.6986,222.4
-49.617,6.1298,-1.6964,222.5
-49.6295,6.0306,-1.6943,222.6
-49.6418,5.9314,-1.6921,222.7
-49.6539,5.8321,-1.6899,222.8
-49.6658,5.7328,-1.6877,222.9
-49.6775,5.6335,-1.6856,223.0
-49.6889,5.5342,-1.6835,223.1
-49.7002,5.4348,-1.6813,223.2
-49.7112,5.3354,-1.6791,223.3
-49.722,5.236,-1.677,223.4
-49.7326,5.1366,-1.6749,223.5
-49.743,5.0371,-1.6728,223.6
-49.7532,4.9376,-1.6706,223.7
-49.7631,4.8381,-1.6685,223.8
-49.7729,4.7386,-1.6664,223.9
-49.7824,4.639,-1.6643,224.0
-49.7918,4.5395,-1.6622,224.1
-49.8009,4.4399,-1.6601,224.2
-49.8098,4.3403,-1.658,224.3
-49.8185,4.2407,-1.6559,224.4
-49.827,4.141,-1.6538,224.5
-49.8353,4.0414,-1.6517,224.6
-49.8434,3.9417,-1.6497,224.7
-49.8513,3.842,-1.6476,224.8
-49.859,3.7423,-1.6455,224.9
-49.8664,3.6426,-1.6435,225.0
-49.8737,3.5429,-1.6414,225.1
-49.8807,3.4431,-1.6393,225.2
-49.8876,3.3433,-1.6373,225.3
-49.8942,3.2436,-1.6353,225.4
-49.9007,3.1438,-1.6332,225.5
-49.9069,3.044,-1.6311,225.6
-49.9129,2.9442,-1.6291,225.7
-49.9188,2.8443,-1.6271,225.8
-49.9244,2.7445,-1.625,225.9
-49.9298,2.6446,-1.623,226.0
-49.935,2.5448,-1.621,226.1
-49.94,2.4449,-1.6189,226.2
-49.9449,2.345,-1.6169,226.3
-49.9495,2.2451,-1.6149,226.4
-49.9539,2.1452,-1.6129,226.5
-49.9581,2.0453,-1.6108,226.6
-49.9621,1.9454,-1.6088,226.7
-49.9659,1.8455,-1.6068,226.8
-49.9695,1.7455,-1.6048,226.9
-49.9729,1.6456,-1.6028,227.0
-49.9761,1.5456,-1.6008,227.1
-49.9791,1.4457,-1.5988,227.2
-49.9819,1.3457,-1.5967,227.3
-49.9845,1.2457,-1.5947,227.4
-49.9869,1.1458,-1.5927,227.5
-49.9891,1.0458,-1.5907,227.6
-49.991,0.9458,-1.5887,227.7
-49.9928,0.8458,-1.5867,227.8
-49.9944,0.7458,-1.5847,227.9
-49.9958,0.6459,-1.5827,228.0
-49.997,0.5459,-1.5807,228.1
-49.998,0.4459,-1.5787,228.2
-49.9988,0.3459,-1.5767,228.3
-49.9994,0.2459,-1.5747,228.4
-49.9998,0.1459,-1.5727,228.5
-50.0,0.0459,-1.5707,228.6
-50.0,-0.0541,-1.5687,228.7
-49.9998,-0.1541,-1.5667,228.8
-49.9994,-0.2541,-1.5647,228.9
-49.9987,-0.3541,-1.5627,229.0
-49.9979,-0.4541,-1.5607,229.1
-49.9969,-0.5541,-1.5587,229.2
-49.9957,-0.6541,-1.5567,229.3
-49.9943,-0.7541,-1.5547,229.4
-49.9927,-0.8541,-1.5527,229.5
-49.9909,-0.9541,-1.5507,229.6
-49.9889,-1.0541,-1.5487,229.7
-49.9867,-1.154,-1.5467,229.8
-49.9843,-1.254,-1.5447,229.9
-49.9816,-1.354,-1.5427,230.0
-49.9788,-1.4539,-1.5407,230.1
-49.9758,-1.5539,-1.5387,230.2
-49.9726,-1.6538,-1.5366,230.3
-49.9692,-1.7538,-1.5346,230.4
-49.9656,-1.8537,-1.5326,230.5
-49.9618,-1.9536,-1.5306,230.6
-49.9577,-2.0535,-1.5286,230.7
-49.9535,-2.1535,-1.5265,230.8
-49.9491,-2.2534,-1.5245,230.9
-49.9445,-2.3533,-1.5225,231.0
-49.9396,-2.4531,-1.5205,231.1
-49.9346,-2.553,-1.5184,231.2
-49.9294,-2.6529,-1.5164,231.3
-49.9239,-2.7527,-1.5143,231.4
-49.9183,-2.8526,-1.5123,231.5
-49.9124,-2.9524,-1.5103,231.6
-49.9064,-3.0522,-1.5082,231.7
-49.9001,-3.152,-1.5062,231.8
-49.8937,-3.2518,-1.5041,231.9
-49.887,-3.3516,-1.5021,232.0
-49.8802,-3.4514,-1.5,232.1
-49.8731,-3.5511,-1.498,232.2
-49.8658,-3.6508,-1.4959,232.3
-49.8583,-3.7506,-1.4938,232.4
-49.8506,-3.8503,-1.4917,232.5
-49.8427,-3.9499,-1.4897,232.6
-49.8346,-4.0496,-1.4876,232.7
-49.8263,-4.1493,-1.4855,232.8
-49.8178,-4.2489,-1.4834,232.9
-49.8091,-4.3485,-1.4813,233.0
-49.8001,-4.4481,-1.4792,233.1
-49.791,-4.5477,-1.4771,233.2
-49.7817,-4.6473,-1.475,233.3
-49.7721,-4.7468,-1.4729,233.4
-49.7623,-4.8463,-1.4708,233.5
-49.7523,-4.9458,-1.4687,233.6
-49.7421,-5.0453,-1.4665,233.7
-49.7317,-5.1448,-1.4644,233.8
-49.7211,-5.2442,-1.4623,233.9
-49.7103,-5.3436,-1.4601,234.0
-49.6992,-5.443,-1.458,234.1
-49.688,-5.5424,-1.4558,234.2
-49.6765,-5.6417,-1.4537,234.3
-49.6648,-5.741,-1.4515,234.4
-49.6529,-5.8403,-1.4493,234.5
-49.6408,-5.9396,-1.4471,234.6
-49.6285,-6.0388,-1.445,234.7
-49.6159,-6.138,-1.4428,234.8
-49.6031,-6.2372,-1.4406,234.9
-49.5902,-6.3364,-1.4384,235.0
-49.577,-6.4355,-1.4362,235.1
-49.5635,-6.5346,-1.434,235.2
-49.5499,-6.6336,-1.4317,235.3
-49.536,-6.7327,-1.4295,235.4
-49.5219,-6.8317,-1.4272,235.5
-49.5076,-6.9306,-1.425,235.6
-49.4931,-7.0296,-1.4227,235.7
-49.4784,-7.1285,-1.4205,235.8
-49.4634,-7.2274,-1.4182,235.9
-49.4482,-7.3262,-1.4159,236.0
-49.4327,-7.425,-1.4136,236.1
-49.4171,-7.5238,-1.4113,236.2
-49.4012,-7.6225,-1.409,236.3
-49.3851,-7.7212,-1.4067,236.4
-49.3688,-7.8199,-1.4044,236.5
-49.3522,-7.9185,-1.4021,236.6
-49.3354,-8.0171,-1.3997,236.7
-49.3184,-8.1156,-1.3974,236.8
-49.3011,-8.2141,-1.395,236.9
-49.2836,-8.3126,-1.3926,237.0
-49.2659,-8.411,-1.3903,237.1
-49.248,-8.5093,-1.3879,237.2
-49.2298,-8.6077,-1.3855,237.3
-49.2114,-8.706,-1.3831,237.4
-49.1927,-8.8042,-1.3807,237.5
-49.1738,-8.9024,-1.3782,237.6
-49.1546,-9.0006,-1.3758,237.7
-49.1353,-9.0987,-1.3733,237.8
-49.1157,-9.1967,-1.3708,237.9
-49.0958,-9.2947,-1.3684,238.0
-49.0757,-9.3927,-1.3659,238.1
-49.0553,-9.4906,-1.3634,238.2
-49.0347,-9.5884,-1.3609,238.3
-49.0139,-9.6863,-1.3584,238.4
-48.9928,-9.784,-1.3558,238.5
-48.9715,-9.8817,-1.3533,238.6
-48.9499,-9.9793,-1.3507,238.7
-48.9281,-10.0769,-1.3482,238.8
-48.906,-10.1745,-1.3456,238.9
-48.8837,-10.2719,-1.343,239.0
-48.8611,-10.3694,-1.3404,239.1
-48.8382,-10.4667,-1.3377,239.2
-48.8151,-10.564,-1.3351,239.3
-48.7918,-10.6612,-1.3324,239.4
-48.7682,-10.7584,-1.3298,239.5
-48.7443,-10.8555,-1.3271,239.6
-48.7202,-10.9526,-1.3244,239.7
-48.6958,-11.0495,-1.3217,239.8
-48.6711,-11.1465,-1.3189,239.9
-48.6462,-11.2433,-1.3162,240.0
-48.621,-11.3401,-1.3134,240.1
-48.5956,-11.4368,-1.3107,240.2
-48.5699,-11.5334,-1.3079,240.3
-48.5439,-11.63,-1.3051,240.4
-48.5176,-11.7265,-1.3023,240.5
-48.4911,-11.8229,-1.2994,240.6
-48.4643,-11.9192,-1.2966,240.7
-48.4372,-12.0155,-1.2937,240.8
-48.4098,-12.1117,-1.2908,240.9
-48.3822,-12.2078,-1.2879,241.0
-48.3543,-12.3038,-1.285,241.1
-48.3261,-12.3998,-1.282,241.2
-48.2976,-12.4956,-1.279,241.3
-48.2688,-12.5914,-1.2761,241.4
-48.2398,-12.6871,-1.273,241.5
-48.2104,-12.7827,-1.27,241.6
-48.1808,-12.8782,-1.267,241.7
-48.1509,-12.9736,-1.2639,241.8
-48.1207,-13.0689,-1.2608,241.9
-48.0902,-13.1642,-1.2578,242.0
-48.0594,-13.2593,-1.2546,242.1
-48.0283,-13.3544,-1.2515,242.2
-47.9969,-13.4493,-1.2483,242.3
-47.9652,-13.5441,-1.2451,242.4
-47.9332,-13.6389,-1.2419,242.5
-47.9009,-13.7335,-1.2386,242.6
-47.8683,-13.8281,-1.2354,242.7
-47.8354,-13.9225,-1.2321,242.8
-47.8022,-14.0168,-1.2288,242.9
-47.7686,-14.111,-1.2255,243.0
-47.7348,-14.2051,-1.2221,243.1
-47.7006,-14.2991,-1.2187,243.2
-47.6661,-14.393,-1.2154,243.3
-47.6313,-14.4867,-1.2119,243.4
-47.5962,-14.5803,-1.2084,243.5
-47.5608,-14.6738,-1.205,243.6
-47.525,-14.7672,-1.2014,243.7
-47.4889,-14.8605,-1.1979,243.8
-47.4525,-14.9536,-1.1944,243.9
-47.4157,-15.0466,-1.1908,244.0
-47.3786,-15.1395,-1.1871,244.1
-47.3412,-15.2322,-1.1835,244.2
-47.3034,-15.3248,-1.1798,244.3
-47.2653,-15.4172,-1.1761,244.4
-47.2268,-15.5096,-1.1724,244.5
-47.188,-15.6017,-1.1686,244.6
-47.1489,-15.6937,-1.1648,244.7
-47.1094,-15.7856,-1.161,244.8
-47.0696,-15.8773,-1.1571,244.9
-47.0294,-15.9689,-1.1532,245.0
-46.9888,-16.0603,-1.1493,245.1
-46.9479,-16.1516,-1.1454,245.2
-46.9066,-16.2426,-1.1413,245.3
-46.865,-16.3336,-1.1373,245.4
-46.823,-16.4243,-1.1333,245.5
-46.7806,-16.5149,-1.1292,245.6
-46.7379,-16.6053,-1.1251,245.7
-46.6948,-16.6955,-1.1209,245.8
-46.6513,-16.7856,-1.1167,245.9
-46.6074,-16.8754,-1.1124,246.0
-46.5632,-16.9651,-1.1082,246.1
-46.5185,-17.0546,-1.1039,246.2
-46.4735,-17.1439,-1.0995,246.3
-46.4281,-17.233,-1.0951,246.4
-46.3823,-17.3219,-1.0907,246.5
-46.3361,-17.4106,-1.0862,246.6
-46.2896,-17.4991,-1.0817,246.7
-46.2426,-17.5874,-1.0772,246.8
-46.1952,-17.6754,-1.0726,246.9
-46.1474,-17.7633,-1.0679,247.0
-46.0992,-17.8509,-1.0632,247.1
-46.0506,-17.9383,-1.0585,247.2
-46.0016,-18.0254,-1.0537,247.3
-45.9522,-18.1124,-1.0489,247.4
-45.9023,-18.1991,-1.0441,247.5
-45.852,-18.2855,-1.0392,247.6
-45.8013,-18.3717,-1.0342,247.7
-45.7502,-18.4576,-1.0292,247.8
-45.6987,-18.5433,-1.0242,247.9
-45.6467,-18.6288,-1.0191,248.0
-45.5943,-18.7139,-1.0139,248.1
-45.5414,-18.7988,-1.0087,248.2
-45.4881,-18.8834,-1.0035,248.3
-45.4344,-18.9678,-0.9982,248.4
-45.3802,-19.0518,-0.9929,248.5
-45.3256,-19.1356,-0.9875,248.6
-45.2705,-19.219,-0.982,248.7
-45.215,-19.3022,-0.9765,248.8
-45.159,-19.3851,-0.971,248.9
-45.1025,-19.4676,-0.9654,249.0
-45.0456,-19.5498,-0.9597,249.1
-44.9882,-19.6317,-0.954,249.2
-44.9304,-19.7133,-0.9482,249.3
-44.8721,-19.7945,-0.9424,249.4
-44.8133,-19.8754,-0.9365,249.5
-44.754,-19.956,-0.9306,249.6
-44.6943,-20.0362,-0.9245,249.7
-44.6341,-20.116,-0.9185,249.8
-44.5734,-20.1955,-0.9124,249.9
-44.5122,-20.2746,-0.9062,250.0
-44.4505,-20.3533,-0.8999,250.1
-44.3884,-20.4316,-0.8937,250.2
-44.3257,-20.5096,-0.8873,250.3
-44.2626,-20.5871,-0.8808,250.4
-44.1989,-20.6642,-0.8744,250.5
-44.1348,-20.741,-0.8678,250.6
-44.0701,-20.8172,-0.8612,250.7
-44.005,-20.8931,-0.8546,250.8
-43.9393,-20.9685,-0.8478,250.9
-43.8731,-21.0435,-0.841,251.0
-43.8065,-21.118,-0.8341,251.1
-43.7393,-21.1921,-0.8272,251.2
-43.6716,-21.2657,-0.8202,251.3
-43.6034,-21.3389,-0.8131,251.4
-43.5347,-21.4115,-0.8061,251.5
-43.4654,-21.4836,-0.7988,251.6
-43.3957,-21.5553,-0.7916,251.7
-43.3254,-21.6264,-0.7842,251.8
-43.2546,-21.6971,-0.7769,251.9
-43.1833,-21.7672,-0.7693,252.0
-43.1115,-21.8367,-0.7619,252.1
-43.0391,-21.9058,-0.7542,252.2
-42.9662,-21.9742,-0.7466,252.3
-42.8928,-22.0422,-0.7389,252.4
-42.8189,-22.1095,-0.7311,252.5
-42.7445,-22.1763,-0.7233,252.6
-42.6695,-22.2425,-0.7153,252.7
-42.594,-22.308,-0.7074,252.8
-42.518,-22.373,-0.6993,252.9
-42.4415,-22.4374,-0.6912,253.0
-42.3644,-22.5011,-0.6831,253.1
-42.2869,-22.5643,-0.6747,253.2
-42.2088,-22.6267,-0.6665,253.3
-42.1302,-22.6886,-0.6582,253.4
-42.0511,-22.7497,-0.6497,253.5
-41.9714,-22.8102,-0.6412,253.6
-41.8913,-22.87,-0.6327,253.7
-41.8107,-22.9292,-0.624,253.8
-41.7295,-22.9876,-0.6154,253.9
-41.6478,-23.0453,-0.6068,254.0
-41.5657,-23.1023,-0.5979,254.1
-41.483,-23.1586,-0.5891,254.2
-41.3999,-23.2142,-0.5803,254.3
-41.3163,-23.269,-0.5714,254.4
-41.2322,-23.3231,-0.5623,254.5
-41.1476,-23.3764,-0.5533,254.6
-41.0625,-23.429,-0.5443,254.7
-40.9769,-23.4808,-0.5352,254.8
-40.8909,-23.5318,-0.526,254.9
-40.8044,-23.582,-0.5168,255.0
-40.7175,-23.6314,-0.5076,255.1
-40.6301,-23.68,-0.4983,255.2
-40.5423,-23.7278,-0.489,255.3
-40.454,-23.7748,-0.4796,255.4
-40.3653,-23.8209,-0.4703,255.5
-40.2761,-23.8662,-0.4609,255.6
-40.1866,-23.9107,-0.4515,255.7
-40.0966,-23.9543,-0.442,255.8
-40.0062,-23.9971,-0.4325,255.9
-39.9154,-24.039,-0.423,256.0
-39.8242,-24.0801,-0.4135,256.1
-39.7327,-24.1203,-0.404,256.2
-39.6407,-24.1596,-0.3945,256.3
-39.5484,-24.198,-0.3849,256.4
-39.4557,-24.2355,-0.3753,256.5
-39.3627,-24.2722,-0.3657,256.6
-39.2693,-24.308,-0.3562,256.7
-39.1755,-24.3428,-0.3466,256.8
-39.0815,-24.3768,-0.337,256.9
-38.9871,-24.4099,-0.3274,257.0
-38.8924,-24.442,-0.3178,257.1
-38.7974,-24.4733,-0.3083,257.2
-38.7022,-24.5036,-0.2988,257.3
-38.6066,-24.533,-0.2892,257.4
-38.5107,-24.5616,-0.2796,257.5
-38.4146,-24.5892,-0.2702,257.6
-38.3182,-24.6158,-0.2607,257.7
-38.2216,-24.6416,-0.2513,257.8
-38.1248,-24.6665,-0.2418,257.9
-38.0277,-24.6904,-0.2324,258.0
-37.9304,-24.7135,-0.223,258.1
-37.8328,-24.7356,-0.2137,258.2
-37.7351,-24.7568,-0.2043,258.3
-37.6372,-24.7771,-0.1951,258.4
-37.5391,-24.7965,-0.1859,258.5
-37.4408,-24.8149,-0.1767,258.6
-37.3424,-24.8325,-0.1675,258.7
-37.2438,-24.8492,-0.1584,258.8
-37.145,-24.8649,-0.1494,258.9
-37.0461,-24.8798,-0.1403,259.0
-36.9471,-24.8938,-0.1313,259.1
-36.848,-24.9069,-0.1225,259.2
-36.7487,-24.9191,-0.1135,259.3
-36.6494,-24.9304,-0.1047,259.4
-36.5499,-24.9409,-0.096,259.5
-36.4504,-24.9505,-0.0873,259.6
-36.3508,-24.9592,-0.0787,259.7
-36.2511,-24.9671,-0.0701,259.8
-36.1513,-24.9741,-0.0615,259.9
-36.0515,-24.9802,-0.0532,260.0
-35.9517,-24.9855,-0.0447,260.1
-35.8518,-24.99,-0.0364,260.2
-35.7518,-24.9936,-0.0281,260.3
-35.6519,-24.9964,-0.0199,260.4
-35.5519,-24.9984,-0.0118,260.5
-35.4519,-24.9996,-0.0037,260.6
-35.3519,-25.0,0.0043,260.7
-35.2519,-24.9996,0.0122,260.8
-35.1519,-24.9984,0.0201,260.9
-35.0519,-24.9963,0.0278,261.0
-34.952,-24.9936,0.0356,261.1
-34.852,-24.99,0.0432,261.2
-34.7521,-24.9857,0.0508,261.3
-34.6522,-24.9806,0.0583,261.4
-34.5524,-24.9748,0.0658,261.5
-34.4526,-24.9682,0.0731,261.6
-34.3529,-24.9609,0.0804,261.7
-34.2532,-24.9529,0.0877,261.8
-34.1536,-24.9441,0.0948,261.9
-34.0541,-24.9346,0.1019,262.0
-33.9546,-24.9245,0.109,262.1
-33.8552,-24.9136,0.1159,262.2
-33.7558,-24.902,0.1227,262.3
-33.6566,-24.8898,0.1295,262.4
-33.5574,-24.8769,0.1363,262.5
-33.4584,-24.8633,0.1429,262.6
-33.3594,-24.8491,0.1495,262.7
-33.2605,-24.8342,0.156,262.8
-33.1617,-24.8186,0.1625,262.9
-33.063,-24.8024,0.1689,263.0
-32.9644,-24.7856,0.1752,263.1
-32.866,-24.7682,0.1815,263.2
-32.7676,-24.7501,0.1877,263.3
-32.6694,-24.7315,0.1938,263.4
-32.5712,-24.7122,0.1998,263.5
-32.4732,-24.6924,0.2058,263.6
-32.3753,-24.6719,0.2118,263.7
-32.2776,-24.6509,0.2176,263.8
-32.1799,-24.6293,0.2234,263.9
-32.0824,-24.6072,0.2291,264.0
-31.985,-24.5845,0.2348,264.1
-31.8878,-24.5612,0.2404,264.2
-31.7907,-24.5374,0.2459,264.3
-31.6937,-24.513,0.2514,264.4
-31.5968,-24.4882,0.2568,264.5
-31.5001,-24.4628,0.2622,264.6
-31.4035,-24.4368,0.2675,264.7
-31.3071,-24.4104,0.2727,264.8
-31.2108,-24.3835,0.2779,264.9
-31.1146,-24.356,0.283,265.0
-31.0186,-24.3281,0.2881,265.1
-30.9227,-24.2997,0.2931,265.2
-30.827,-24.2708,0.2981,265.3
-30.7314,-24.2414,0.303,265.4
-30.6359,-24.2116,0.3078,265.5
-30.5406,-24.1813,0.3126,265.6
-30.4455,-24.1506,0.3173,265.7
-30.3505,-24.1194,0.322,265.8
-30.2556,-24.0877,0.3267,265.9
-30.1609,-24.0556,0.3312,266.0
-30.0663,-24.0231,0.3357,266.1
-29.9719,-23.9901,0.3403,266.2
-29.8777,-23.9568,0.3447,266.3
-29.7835,-23.923,0.349,266.4
-29.6896,-23.8888,0.3534,266.5
-29.5957,-23.8542,0.3577,266.6
-29.5021,-23.8192,0.3619,266.7
-29.4085,-23.7838,0.3661,266.8
-29.3152,-23.748,0.3703,266.9
-29.222,-23.7118,0.3743,267.0
-29.1289,-23.6752,0.3784,267.1
-29.0359,-23.6383,0.3824,267.2
-28.9432,-23.601,0.3863,267.3
-28.8505,-23.5633,0.3903,267.4
-28.7581,-23.5252,0.3942,267.5
-28.6657,-23.4868,0.398,267.6
-28.5735,-23.4481,0.4018,267.7
-28.4815,-23.409,0.4055,267.8
-28.3896,-23.3695,0.4093,267.9
-28.2979,-23.3297,0.4129,268.0
-28.2063,-23.2896,0.4166,268.1
-28.1148,-23.2492,0.4201,268.2
-28.0235,-23.2084,0.4237,268.3
-27.9324,-23.1673,0.4272,268.4
-27.8414,-23.1258,0.4307,268.5
-27.7505,-23.0841,0.4341,268.6
-27.6598,-23.042,0.4375,268.7
-27.5692,-22.9996,0.4409,268.8
-27.4787,-22.957,0.4443,268.9
-27.3885,-22.914,0.4475,269.0
-27.2983,-22.8707,0.4508,269.1
-27.2083,-22.8271,0.454,269.2
-27.1184,-22.7833,0.4572,269.3
-27.0287,-22.7391,0.4604,269.4
-26.9391,-22.6947,0.4635,269.5
-26.8497,-22.65,0.4666,269.6
-26.7603,-22.605,0.4697,269.7
-26.6712,-22.5598,0.4727,269.8
-26.5821,-22.5142,0.4757,269.9
-26.4932,-22.4684,0.4787,270.0
-26.4045,-22.4224,0.4816,270.1
-26.3159,-22.3761,0.4845,270.2
-26.2274,-22.3295,0.4874,270.3
-26.139,-22.2827,0.4902,270.4
-26.0508,-22.2356,0.4931,270.5
-25.9627,-22.1882,0.4959,270.6
-25.8747,-22.1407,0.4986,270.7
-25.7869,-22.0928,0.5013,270.8
-25.6992,-22.0448,0.5041,270.9
-25.6117,-21.9965,0.5068,271.0
-25.5242,-21.9479,0.5094,271.1
-25.4369,-21.8992,0.512,271.2
-25.3497,-21.8502,0.5146,271.3
-25.2627,-21.801,0.5172,271.4
-25.1758,-21.7515,0.5198,271.5
-25.089,-21.7019,0.5223,271.6
-25.0023,-21.652,0.5248,271.7
-24.9158,-21.6019,0.5272,271.8
-24.8294,-21.5516,0.5297,271.9
-24.7431,-21.501,0.5321,272.0
-24.6569,-21.4503,0.5345,272.1
-24.5708,-21.3993,0.5369,272.2
-24.4849,-21.3482,0.5393,272.3
-24.3991,-21.2968,0.5416,272.4
-24.3134,-21.2453,0.5439,272.5
-24.2278,-21.1935,0.5462,272.6
-24.1424,-21.1416,0.5485,272.7
-24.0571,-21.0895,0.5507,272.8
-23.9718,-21.0371,0.553,272.9
-23.8867,-20.9846,0.5552,273.0
-23.8018,-20.9319,0.5573,273.1
-23.7169,-20.879,0.5595,273.2
-23.6321,-20.8259,0.5616,273.3
-23.5475,-20.7727,0.5638,273.4
-23.463,-20.7192,0.5659,273.5
-23.3786,-20.6656,0.568,273.6
-23.2943,-20.6118,0.57,273.7
-23.2101,-20.5579,0.5721,273.8
-23.126,-20.5037,0.5741,273.9
-23.042,-20.4494,0.5761,274.0
-22.9582,-20.3949,0.5781,274.1
-22.8744,-20.3403,0.5801,274.2
-22.7908,-20.2855,0.582,274.3
-22.7072,-20.2305,0.5839,274.4
-22.6238,-20.1754,0.5859,274.5
-22.5405,-20.1201,0.5878,274.6
-22.4573,-20.0646,0.5896,274.7
-22.3742,-20.009,0.5915,274.8
-22.2912,-19.9533,0.5933,274.9
-22.2082,-19.8974,0.5952,275.0
-22.1254,-19.8413,0.597,275.1
-22.0427,-19.7851,0.5988,275.2
-21.9601,-19.7287,0.6006,275.3
-21.8776,-19.6722,0.6023,275.4
-21.7952,-19.6156,0.6041,275.5
-21.7129,-19.5588,0.6058,275.6
-21.6307,-19.5018,0.6075,275.7
-21.5486,-19.4447,0.6093,275.8
-21.4666,-19.3875,0.6109,275.9
-21.3847,-19.3301,0.6126,276.0
-21.3029,-19.2726,0.6143,276.1
-21.2212,-19.215,0.6159,276.2
-21.1395,-19.1572,0.6175,276.3
-21.058,-19.0993,0.6191,276.4
-20.9766,-19.0413,0.6208,276.5
-20.8952,-18.9831,0.6224,276.6
-20.814,-18.9248,0.6239,276.7
-20.7328,-18.8664,0.6255,276.8
-20.6518,-18.8079,0.627,276.9
-20.5708,-18.7492,0.6285,277.0
-20.4899,-18.6904,0.6301,277.1
-20.4091,-18.6315,0.6316,277.2
-20.3284,-18.5724,0.6331,277.3
-20.2478,-18.5133,0.6346,277.4
-20.1672,-18.454,0.636,277.5
-20.0868,-18.3946,0.6375,277.6
-20.0064,-18.3351,0.6389,277.7
-19.9261,-18.2754,0.6404,277.8
-19.846,-18.2157,0.6418,277.9
-19.7659,-18.1558,0.6432,278.0
-19.6858,-18.0958,0.6446,278.1
-19.6059,-18.0358,0.646,278.2
-19.526,-17.9756,0.6473,278.3
-19.4463,-17.9153,0.6487,278.4
-19.3666,-17.8548,0.6501,278.5
